Hotel Name,Hotel Review Page,Guest Name,Hotel Review 
The LaLiT Golf & Spa Resort Goa,https://www.tripadvisor.in/Hotel_Review-g306996-d299125-Reviews-or0-The_LaLiT_Golf_Spa_Resort_Goa-Canacona_South_Goa_District_Goa.html,RMathur,y 2019,"Had an amazing time at the Lalit...while reaching there from the airport seemed like a never ending journey...the 1st step into the place just blew away the tiredness... The ever smiling and courteous staff (monal, Raji, shailesh) make you feel comfortable and happy The awesome\u2026"
The LaLiT Golf & Spa Resort Goa,https://www.tripadvisor.in/Hotel_Review-g306996-d299125-Reviews-or0-The_LaLiT_Golf_Spa_Resort_Goa-Canacona_South_Goa_District_Goa.html,Global427547,terday,We have enjoyed the resort .The service from the hotel was excellent .The place was excellent . Food was superb.location was really peaceful .Most important staff were really gud. Special mr Hoda & Sudipto .
The LaLiT Golf & Spa Resort Goa,https://www.tripadvisor.in/Hotel_Review-g306996-d299125-Reviews-or0-The_LaLiT_Golf_Spa_Resort_Goa-Canacona_South_Goa_District_Goa.html,Supriya M,terday,"This summer we stayed at the beautiful Lalit Golf and Spa Resort, Goa. The property is spread over 100 acres and has a private beach, gorgeous swimming pool, sports center and various activities for kids of all ages. We were accompanied by my mother who is 80 years old. Would\u2026"
The LaLiT Golf & Spa Resort Goa,https://www.tripadvisor.in/Hotel_Review-g306996-d299125-Reviews-or0-The_LaLiT_Golf_Spa_Resort_Goa-Canacona_South_Goa_District_Goa.html,Savita,18 Jun,"Thanks #lalitgoa for hosting us... An amazing experience... Warm and polite staff... Thanks to Navin Desai, Dhanajay and Sudipto for their kind gesture.. we really enjoyed every second spent at the property.... Lush green golf course and clean Rajbagh beach... Suvarna from the\u2026"
The Park Calangute Goa,https://www.tripadvisor.in/Hotel_Review-g306995-d2521803-Reviews-or0-The_Park_Calangute_Goa-Calangute_North_Goa_District_Goa.html,Sudipto S, 9 Jun,"A place right on the calangute beach. Nicely appointed and spacious rooms. Staff is great and very helpful, makes u feel homely. Hotel is recently renovated . The restaurant serves great food and in room dining menu has great selections to choose from. Overall a great stay"
The Park Calangute Goa,https://www.tripadvisor.in/Hotel_Review-g306995-d2521803-Reviews-or0-The_Park_Calangute_Goa-Calangute_North_Goa_District_Goa.html,SUVADEEEP T, 6 Jun,It was an excellent trip to Goa.  The hotel maintains its quality and commitment. Rooms are spacious and all amenities are provided. Staffs are very much cooperative.. Restaurant has well variety of cuisine. The hotel is located right at the beach.. Overall it was an pleasant\u2026
The Park Calangute Goa,https://www.tripadvisor.in/Hotel_Review-g306995-d2521803-Reviews-or0-The_Park_Calangute_Goa-Calangute_North_Goa_District_Goa.html,Vinod R,y 2019,"Found The Park to be excellent on all parameters - all stars for you guys! Amazing rooms, comfortable, clean swimming pool, courteous staff, great food, absolutely amazing location.  Just 15 seconds are you are on the beach, seems more like a private beach."
The Park Calangute Goa,https://www.tripadvisor.in/Hotel_Review-g306995-d2521803-Reviews-or0-The_Park_Calangute_Goa-Calangute_North_Goa_District_Goa.html,Nishtha Gandhi,y 2019,I researched for about 3-4 house before I booked this property in Goa.  I was going alone and as a single girl traveller I wanted a property right on the beach so I could enjoy the vibe without any safety issues.  I found a lot of pretty hotels and resorts claiming to be insane\u2026
The Park Calangute Goa,https://www.tripadvisor.in/Hotel_Review-g306995-d2521803-Reviews-or0-The_Park_Calangute_Goa-Calangute_North_Goa_District_Goa.html,Raymond C,y 2019,"This hotel is right on the beach and good access to many beach shacks who offer free beach lounges and serve surprisingly good food at good prices. The hotel is clean and the pool is adequate. Unfortunately, the fridge in the room did not cool and was told this is normal\u2026"
"Taj Fort Aguada Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1165042-d304837-Reviews-or0-Taj_Fort_Aguada_Resort_Spa_Goa-Sinquerim_North_Goa_District_Goa.html,Freedom04867609107,terday,"First we thought the place is pricey, and now i feel, good things/experiences have their own price. And this one is worth living. Great service, warm and welcoming staff, superb location and magical stay. The sunset point is one of the best place in Goa to spend time and watch a\u2026"
"Taj Fort Aguada Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1165042-d304837-Reviews-or0-Taj_Fort_Aguada_Resort_Spa_Goa-Sinquerim_North_Goa_District_Goa.html,Abhinav Jain,r 2019,"1. The reception was quite welcoming. Nothing abnormal or below the expectations. 2. The Deluxe rooms are interconnected with neighbouring rooms with a wooden door (which is kept locked) in between, resulting in normal conversation/music voices creeping in. This was totally\u2026"
"Taj Fort Aguada Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1165042-d304837-Reviews-or0-Taj_Fort_Aguada_Resort_Spa_Goa-Sinquerim_North_Goa_District_Goa.html,N_P,18 Jun,This indeed was an excellent place to stay . Initially We got a room which was little small for four of us to fit but on request they provided us with better and spacious room . The swimming pool and play area was lovely . My kids had a gala time . The best part of this place\u2026
"Taj Fort Aguada Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1165042-d304837-Reviews-or0-Taj_Fort_Aguada_Resort_Spa_Goa-Sinquerim_North_Goa_District_Goa.html,Explore25851594692,17 Jun,Staying here was a very good experience. The view of the sea was breathtaking. Everything was perfectly organised. The staff were nice and cooperative. They also guide in where to go and what to see in Goa.
"Taj Fort Aguada Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1165042-d304837-Reviews-or0-Taj_Fort_Aguada_Resort_Spa_Goa-Sinquerim_North_Goa_District_Goa.html,Fearless37193145446,15 Jun,My decision on choosing Taj as my honeymoon destination was correct and really worth .The leisure time we got there   is priceless and of a class .Only one thing I would like to suggest for the orchestra playing in Kokum they should get centre position than the current one as\u2026
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Yashbapna,17 Jun,"Rooms, swimming pool are very good and clean private beach, I must say the staff of reception, house keeping and restaurant ( especially Ms preeti ) are so courtegeous You guys make our holidays awesome, Everyone is staff is so smiley and helpful, You all make this property 5\u2026"
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Rahul S,17 Jun,"We had a very nice time staying here. The beach was like personal beach of resort.. just a 2 min stroll away... beach was clean. Room service & overall stay was relaxing. A lot of activities for kids: pool, water park, Sony, play station4, foosball,   And not to forget the food\u2014\u2026"
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Vani D,16 Jun,"Big positives: - very well located - open green area, leads up to the beach - clean white sand beach - very helpful, honest, hardworking, well mannered staff -- Suvarna, Anita, Baban, Prakash, Fransquinha, Baban, Gautam, Ranjit, Deepak, Ishwar, Abhinav, Clinton, And many more. -\u2026"
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Amit M,16 Jun,"Fabulous amazing Hospitality very good.staff are friendly Pradip swimming pool attendant,Ranjit amazing Hospitality.Fransquinha,suvarna,Anita and Preeti was great in hospitality.... We will definitely recommend this place to others..."
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Meera,15 Jun,"We had a wonderful stay with courteous staff. Anita, Bell boy Prakash and all the staff were very helpful. Food was good, great ambience. Looking forward to visit again. Loved the pool, garden and the food too"
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Manasvi Shah,14 Jun,It's a beautiful place to be the staff Maria di and kartik are so sweet and helping such happy faces to see every morning. You approach anytime and they will be willing helping you with anything possible.  Loved it \xe2\x9d\xa4
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Natalie, 9 Jun,"Good stay, the hotel staff are friendly. The breakfast though good catered more for local clientele .No complaints about that but considering Goa is such an international destination maybe some international fare would have been more appreciative. Overall the food in the\u2026"
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Chaitanya K, 5 Jun,Awesome stay.. near to very clean and silent beach...clean rooms..nice swimming pool enjoyed by my 2 year kid...surrounded by different trees..good breakfast...only one issue is parking which you have to park your vehicle far away from your room. (Backside of resort) 
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,inndia8,y 2019,"An ideal place for a short break ... relaxing, restful ... falling in love with SANTANA: excellent rooms combined with 'service par excellance' ... a well spread buffet breakfast ... an even better clear blue water swimming pool with the beach at a throw's distance and a\u2026"
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,YashMayekar,y 2019,"We were a group of 6 families and opted for equal number of rooms. To start with the check-in process, it was smooth and fast with fruit punch as welcome drink. The rooms provided were in a single block and were spacious enough with a decent size double bed, sofa cum bed,a\u2026"
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,@secret_100,terday,It's my first tym visiting the caravela resort and I must appreciate Mr Prithvi what he is doing is very good he always take care for me  and the restaurant of staff is also very good I can't remember the name of the guy who is serving me . Everything is fine
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,Aman Pareek,18 Jun,Came here for a holiday.  The resort was amazing with very courtious staff. The room we got was a garden view room but it has a partial sea view which was amazing. The housekeeping manager Mr. Anuj was very kind and helpful throughou.  Also the housekeeping staff ( Michael) was\u2026
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,Rakesh Singh,18 Jun,"I\u2019ll highly recommend to stay at Caravela beach resort in Goa.Housekeeping,Front office,Service all are up to marks and staff is so courteous nd careful ,Santan in Housekeeping,and Rahul in Front office. special Mention to Mr.kishan (Floor incharge).He is very helpful person.\u2026"
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,karwa,18 Jun,"We had organised a wedding at Goa and chosen Caravela Resort as our venue.  The entire experience was splendid and we got all the amenities and facilities as promised with no corners being cut anywhere.  The pick up and other transportation handled by Anand, Shamrao and team was\u2026"
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,Anita,18 Jun,"Professional staff, good food, room was well kept ,awesome location. Their chicken biryani was delicious ,a must try ! A bit costly but totally worth it. One star less only for the check in point. one of the best beach resort."
